Artist,Title,Album,Lyric,Year
Sabrina Carpenter,Dumb & Poetic,Short n’ Sweet (Deluxe),"[Verse 1]
You're so dumb and poetic
It's just what I fall for, I like the aesthetic
Every self-help book, you've already read it
Cherry-pick lines like they're words you invented
Gold star for highbrow manipulation
And ""love everyone"" is your favorite quotation
Try to come off like you're soft and well-spoken
Jack off to lyrics by Leonard Cohen

[Chorus]
Don't think you understand
Just 'cause you talk like one doesn't make you a man

[Verse 2]
You're so sad there's no communication
But, baby, you put us in this situation
You're running so fast from the hearts that you're breakin'
Save all your breath for your floor meditation
You're so empathetic, you'd make a great wife
And I promise the mushrooms aren't changing your life
Well, you crashed the car and abandoned the wreckage
Fuck with my head like it's some kind of fetish

[Chorus]
Don't think you understand
Just 'cause you act like one doesn't make you a man
Don't think you understand
Just 'cause you leave like one doesn't make you a man",2024
Sabrina Carpenter,Please Please Please (Radio Edit),Please Please Please,"[Verse 1]
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture and everyone rolls their eyes
Yeah, I know
All I'm asking, baby

[Chorus]
Please, please, please
Don't prove I'm right
And please, pleasе, please
Don't bring me to tеars when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me, little sucker, oh
Please, please, please (Ah)

[Verse 2]
Well, I have a fun idea, babe (Uh-huh), maybe just stay inside
I know you're cravin' some fresh air, but the ceiling fan is so nice (It's so nice, right?)
And we could live so happily if no one knows that you're with me
I'm just kidding, but really (Kinda), really, really


[Chorus]
Please, please, please (Please don't prove I'm right)
Don't prove I'm right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing (Heartbreak is one thing), my ego's another (Ego's another)
I beg you, don't embarrass me, little sucker, oh
Please, please, please (Ah)

[Outro]
If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please (Please)
Please, please, please (Please)
Please (Please), please (Please), please
(Ah)",2024
Sabrina Carpenter,Coincidence,Short n’ Sweet (Deluxe),"[Intro]
(One, two, a-one, two, three, woo)

[Verse 1]
The second I put my head on your chest
She knew, she's got a real sixth sense
Now her name comes up once, then it comes up twice
And without her even bein' here, she's back in your life
Now she's in the same damn city on the same damn night

[Chorus]
And you've lost all your common sense
What a coincidence

[Post-Chorus]
Oh, na-na, na-na-na-na
Oh, na-na, na-na-na-na

[Verse 2]
Last week, you didn't have any doubts
This week, you're holdin' space for her tongue in your mouth
Now shе's sendin' you some pictures wеarin' less and less
Tryna turn the past into the present tense, huh
Suckin' up to all of your mutual friends

[Chorus]
And you've lost all your common sense (You've lost all your common sense)
The way you told me the truth, minus seven percent (Uh, minus seven percent)
What a coincidence, uh


[Post-Chorus]
Oh, na-na, na-na-na-na
Oh, na-na, na-na-na-na
Na-na-na-na, na-na-na-na
Na-na-na-na, na-na-na-na

[Bridge]
What a surprise, your phone just died
Your car drove itself from L.A. to her thighs
Palm Springs looks nice, but who's by your side?
Damn it, she looks kinda like the girl you outgrew
Least that's what you said (That's what you said)

[Chorus]
What a coincidence
Oh  wow, you just broke up again
What a coincidence

[Outro]
Oh, na-na, na-na-na-na (Coincidence)
Oh, na-na, na-na-na-na (Coincidence)
Na-na-na-na, na-na-na-na (Coincidence)
Na-na-na-na, na-na-na-na (Coincidence)",2024
Sabrina Carpenter,Feather,emails i can’t send fwd:,"[Intro]
(Do-do-do, do-do-do, do-do-do, do-do-do)
(Do-do, do-do-do, do-do-do, do-do-do)
Oh, not another take

[Verse 1]
Oh, it's like that, I'm your dream come true
When it's on a platter for you
Then you pull back when I try to make plans
More than two hours in advance, mm

[Pre-Chorus]
I slam the door, I hit ignore
I'm saying, ""No, no, no, no more""
I got you blocked, after this, an afterthought
I finally cut you off

[Chorus]
I feel so much lighter like a feather with you off my mind (Ah)
Floatin' through the memories like whatever, you're a waste of time (Ah)
Your signals are mixed, you act like a bitch
You fit every stereotype, ""Send a pic""
I feel so much lighter like a feather with you out my life
With you out my life

[Post-Chorus]
(Do-do-do, do-do-do, do-do-do, do-do-do)
(Do-do, do-do-do, do-do-do, do-do-do)
Like a feather, like a feather, like a feather, yeah


[Verse 2]
It feels so good
Not carin' where you are tonight
And it feels so good
Not pretendin' to like the wine you like

[Pre-Chorus]
I slam the door (Slam the door), I hit ignore (Hit ignore)
I'm saying, ""No, no, no, no more""
I got you blocked, excited to never talk, I
I'm so sorry for your loss

[Chorus]
I feel so much lighter like a feather with you off my mind (Ah)
Floatin' through the memories like whatever, you're a waste of time (Ah)
Your signals are mixed, you act like a bitch (A bitch)
You fit every stereotype, ""Send a pic""
I feel so much lighter like a feather with you out my life
With you out my life

[Post-Chorus]
(Do-do-do, do-do-do, do-do-do, do-do-do)
Ah, mm
(Do-do, do-do-do, do-do-do, do-do-do)
Like a feather, like a feather, like a feather


[Bridge]
You want me? I'm done
You miss me? No duh
Where I'm at, I'm up where I'm at
You want me? I'm done (I'm done)
You miss me? No duh (No duh)
Where I'm at, I'm up (I'm up) where I'm at

[Outro]
You want me? I'm done
(I feel so much lighter like a feather with you off my mind)
You miss me? No duh
Where I'm at, I'm up where I'm at
(Like a feather, like a feather, like a feather)
You want me? I'm done
(I feel so much lighter like a feather with you off my mind)
You miss me? No duh
Where I'm at, I'm up where I'm at
(Like a feather, like a feather, like a feather, yeah)",2023
Sabrina Carpenter,Don’t Smile,Short n’ Sweet (Deluxe),"[Verse 1]
My heart is heavy now, it's like a hundred pounds
It's fallin' faster than the way you love to shut me down
I think I need a shower, my friends are takin' shots
You think it's happy hour, for me, it's not

[Chorus]
Don't smile because it happened, baby
Cry because it's over
Oh, you're supposed to think about me
Every time you hold her
Don't smile becausе it happened, baby
Cry becausе it's over
(I want you to miss me, I want you to miss me)
Oh, you're supposed to think about me
Every time you hold her
(I want you to miss me, I want you to miss me)

[Verse 2]
Pour my feelings in the microphone
I stay in, and when the girls come home
I want one of them to take my phone
Take my phone and lose your
Number, I don't wanna be tempted
Pick up when you wanna fall back in
You can fake it, but you know I know
Know I know


[Chorus]
Don't smile because it happened, baby (Don't, oh)
Cry because it's over (No, mm, no, no)
Oh, you're supposed to think about me
Every time you hold her (Mm)
Don't smile because it happened, baby
Cry because it's over (Ooh)
(I want you to miss me, I want you to miss me)
Oh, you're supposed to think about me
Every time you hold her
(I want you to miss me, I want you to miss me)",2024
Sabrina Carpenter,Lie To Girls,Short n’ Sweet (Deluxe),"[Verse 1]
Don't swear on your mom
That it's the first drink that you've had in like a month
No, don't say it was just
An isolated incident that happened once
There's no need to pretend
I've never seen an ugly truth that I can't bend
To something that looks better
I'm stupid, but I'm clever
Yeah, I can make a shitshow look a whole lot like forever and ever

[Chorus]
You don't have to lie to girls
If they like you, they'll just lie to themselves
Like you, they'll just lie to themselves
You don't have to lie to girls
If they like you, they'll just lie to themselves
Don't I know it better than anyone else?

[Verse 2]
All of your best excuses
No, they don't stand a chance
Against all the chances I give you
Isn't ideal, but damn
You don't even have to try
Turn you into a good guy
You don't have to lift a finger
It's lucky for you I'm just like
My mother (And my sisters)
All my (All my friends)
The girl outside the strip club getting her tarot cards read
We love to read the cold, hard facts and swear they're incorrect
We love to mistake butterflies for cardiac arrest


[Chorus]
You don't have to lie to girls
If they like you, they'll just lie to themselves
Like you, they'll just lie to themselves
You don't have (Don't have) to lie to girls (To lie to girls)
If they like you, they'll just lie to themselves
Don't I know it better than anyone else?

[Outro]
Girls will cry and girls will lie and
Girls will do it 'til they die for you
They'll cry and girls will lie and
Do it 'til the day they die for you (Ooh)
Girls will cry and girls will lie and (Ooh)
Girls will lose their goddamn minds for you (Oh)
They'll cry and girls will lie and
Do it 'til the day they die for you",2024
Sabrina Carpenter,15 Minutes,Short n’ Sweet (Deluxe),"[Verse 1]
The clock is tickin' lately
Guess that means I'm doin' somethin' right
Been here a long time, baby
But gosh, I hope I make it through the night

[Pre-Chorus]
It's fleetin' like my battery life
Hard to hold on to like every guy
When you're hot, it's just a matter of time

[Chorus]
But I can do a lot with fifteen minutes
Lot of pretty boys, lot of funny business
Take a couple bucks, turn 'em into millions
You, you, you know I
I can do a lot with fifteen minutes
Only gonna take two to make you finish
Piss some people off, show 'em what they're missin'
You, you, you know I can

[Verse 2]
Where did all these parties come from?
Whеn did all you bitches get so nice?
Runnin' out of thе woodwork
And hopin' there's no brain between my eyes (My, my)


[Pre-Chorus]
Well, it's fleetin' like we're all gonna die (All gonna die)
Hard to hold like conversations when high (Conversations when high)
When you're hot, they're gonna eat you alive (Alive, alive, alive)
Oh

[Chorus]
But I can do a lot with fifteen minutes (I can)
Lot of pretty boys, lot of funny business (Tell me I'm wrong)
Take a couple bucks, turn 'em into millions
You, you, you know I
I can do a lot with fifteen minutes (Sure can)
Only gonna take two to make you finish (Finish, no)
Piss some people off, show 'em what they're missin' (Ooh, you)
You, you, you know I can

[Post-Chorus]
(Ah) Ooh
You know I (Ah)
You know I (Ah)

[Bridge]
When my time's up, baby (Na-na-na)
I'll leak some pictures maybe
Say somethin' batshit crazy
I'll do it, don't you make me
When my time's up, baby (When my time's up, baby)
I'll leak some pictures maybe (Ah)
Say somethin' batshit crazy (Ah)
I'll do it, don't you make me, yeah, oh (Ah)


[Outro]
Uh-uh, uh-uh, uh (Ah)
Uh, I'll do it (Ah)
Oh, I'll do it
Oh, I'll do it, babe",2025
Sabrina Carpenter,Thumbs,EVOLution ,"[Verse 1]
Somewhere in the world, there is a father and a mother
And the father is a son who has a mother
The mother has a daughter who gets married to the brother of a mother
And they all just tryna multiply with one another

[Pre-Chorus]
'Cause that's just the way of the world
It never ends 'til the end, then you start again
That's just the way of the world
That's just the way of the world

[Verse 2]
Somewhere in the world, they think they're working for themselves
They get up every day to go to work for someone else
And somebody works for them, and so they think they got it made
But they're all just working to get paid the very same

[Chorus]
And so they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Dum, dum, dum, dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum, dum)
And so they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum)


[Verse 3]
Somewhere in the world, you got a robber and a bank
And the bank robbed the people, so the people rob the bank
And the police came to get him, but they let him get away
'Cause they're all just working to get paid the very same

[Pre-Chorus]
'Cause that's just the way of the world
It never ends 'til the end, then you start again (And then you start again)
That's just the way of the world
That's just the way of the world

[Chorus]
And so they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum, dum, dum)
And so they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Dum, dum, dum)

[Bridge]
Don't believe everything that you hear
Let it go through your left and right ear
Don't just march to the beat of that drum
Don't be one of them people just twiddlin' them thumbs


[Pre-Chorus]
'Cause that's just the way of the world (Way of the world)
It never ends 'til the end, and then you start again (Start again)
That's just the way of the world
That's just the way of the world

[Chorus]
And so they keep on twiddlin' them thumbs (Keep on)
Skiddly-dee-dat-dum (Skiddly-dee-dat-dum)
(They gonna keep on)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum (Woo, woo)
(Dum, dum, dum, dum, dum)
And so they keep on twiddlin' them thumbs
Skiddly-dee-dat-dum (Keep on)
(Skiddly-dee-dat-dum)
They gonna keep on twiddlin' them thumbs (Oh, la)
Skiddly-dee-dat-dum-dum
(Skiddly-dee-da-da-da, da-dum-da-da-dum)

[Outro]
And so they keep on twiddlin' them thumbs (Keep on, keep on)
Skiddly-dee-dat-dum (Dum, dum, dum, dum)
(They keep on, they keep on)
They gonna keep on twiddlin' them thumbs
Skiddly-dee-dat-dum-dum ('Cause that's just the way of the world)",2016
Sabrina Carpenter,Nonsense,emails i can’t send fwd:,"[Intro]
Oh-oh, oh-oh, oh-oh (Oh-oh, la-la)
Da-ah, ah-ah, ah-ah-ah
Uh-huh, uh-huh, uh-huh, uh-huh
Yeah

[Verse 1]
Think I only want one number in my phone
I might change your contact to ""Don't Leave Me Alone""
You said you like my eyes and you like to make 'em roll
Treat me like a queen, now you got me feelin' thrown, oh

[Pre-Chorus]
But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-blee""
I don't want no one else (No, no), baby, I'm in too deep
Here's a lil' song I wrote (A song I wrote), it's about you and me (Me)

[Chorus]
I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
And when you got your arms around me
Oh, it feels so good
I had to jump the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense
I'm talkin', I'm talkin' (Ah-ah-ah-ah)


[Verse 2]
I'm talkin' all around the clock
I'm talkin' hope nobody knocks
I'm talkin' opposite of soft
I'm talkin' wild, wild thoughts
You gotta keep up with me
I got some young energy
I caught the L-O-V-E
How do you do this to me?

[Pre-Chorus]
But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-bleh-blee""
And I don't want no one else (No, no), baby, I'm in too deep (Too deep)
Here's a lil' song I wrote (A song I wrote), it's about you and me

[Chorus]
I'll be honest (Honest)
Lookin' at you got me thinkin' nonsense (Nonsense)
Cartwheels in my stomach when you walk in (When you walk in)
When you got your arms around me
Oh, it feels so good
I had to hit the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense (Oh-oh)
I'm talkin', I'm talkin', I'm talkin'


[Bridge]
I'm talkin', I'm talkin' (Na-na-na), I'm talkin'
(Blah-blah, blah-blah)
Ah-ah, ah-ah, ah (Ah-ah)
I don't even know anymore
(Oh)

[Outro]
This song catchier than chickenpox is
I bet your house is where my other sock is
Woke up this morning, thought I'd write a pop hit, ha-ha
How quickly can you take your clothes off? Pop quiz
That one's not gonna make it
Most of these aren't gonna make—",2022
Sabrina Carpenter,because i liked a boy,emails i can’t send fwd:,"[Verse 1]
I said I wanted Thin Mints and you said you knew a guy
You showed up with a boombox and stars in your eyes
Who knew cuddling on trampolines could be so reckless?
We bonded over Black Eyed Peas and complicated exes

[Pre-Chorus]
Fell so deeply into it
It was all so innocent

[Chorus]
Now I'm a homewrecker, I'm a slut
I got death threats fillin' up semitrucks
Tell me who I am, guess I don't have a choice
All because I liked
I'm the hot topic on your tongue
I'm a rebound gettin' 'round stealin' from the young
Tell me who I am, guess I don't have a choice
All because I liked a boy

[Post-Chorus]
Ah, mmm

[Verse 2]
I'm not catastrophizing, everything's derailing
Was only tryna hold you close while your heart was failing
It's not internet illusion, just two kids going through it
You said I'm too late to be your first love, but I'll always be your favorite


[Chorus]
Now I'm a homewrecker, I'm a slut
I got death threats fillin' up semitrucks
Tell me who I am, guess I don't have a choice
All because I liked
I'm the hot topic on your tongue
I'm a rebound gettin' 'round stealin' from the young
Tell me who I am, guess I don't have a choice
All because I liked a boy

[Post-Chorus]
Ah
Ah
Ah
All because I liked a boy

[Bridge]
Fell so deeply into it
It was all so innocent
Dating boys with exes
No, I wouldn't recommend it

[Chorus]
I'm a homewrecker, I'm a slut
I got death threats fillin' up semitrucks
Tell me who I am, guess I don't have a choice
All because I liked a boy
And all of this for what?
When everything went down, we'd already broken up
Please tell me who I am, guess I don't have a choice
All because I liked a boy


[Outro]
Ah (A boy)
Ah (A boy)
Ah
All because I liked a boy",2022
Sabrina Carpenter,Couldn’t Make It Any Harder,Short n’ Sweet (Deluxe),"[Verse 1]
Oh, what I'd give to be
Meeting you as the glass-half-full version of me
I was easier than I am now
Would've folded, but I can't now
Heard they say this emotion should be kind

[Chorus]
But I couldn't make it
Any harder to love me
Your arms are reachin'
And your eager heart is throbbing
I know you're frustrated
'Cause I will not let you touch me
You say you can take it
But you don't know how hard I can make it

[Verse 2]
Fuckboys you'll never meet
Well, you can thank them for why I'm so goddamn reactionary
And for the graveyard in my stomach
Filled with pivotal formative comments
Meanwhile, you're just tryna tell me I look nice (Ooh)

[Chorus]
But I couldn't make it
Any harder to love me
Your arms are reachin'
And your eager heart is throbbing
I know you're frustrated
'Cause I will not let you touch me
You say you can take it
But you don't know how hard I can make it


[Bridge]
(Ah)
Oh no
Oh

[Outro]
I couldn't make it
Any harder to love me
Oh, one day, believe me
You'll want someone that makes it easy",2025
Sabrina Carpenter,emails i can’t send,emails i can’t send fwd:,"49 ContributorsTranslationsPortuguêsEspañolsrpskiPortuguêsFrançaisTürkçeItalianoMagyarSabrina Carpenter - emails i can’t send (Nederlandse Vertaling)emails i can’t send LyricsOn “emails i can’t send,” Carpenter shares her past from the perspective of a daughter who discovered that her father had an affair. The lyrics show the pain, disappointment, and lack of trust that came out… Read More [Verse]
It's times like these, wish I had a time machine
So I could see what you did October 13th
At 10:15, were you really asleep?
Were you lyin' to me and the family?
There's no ""us"" in us when I'm lackin' trust
You wanna discuss, ugh, you disgust me
Don't make me cuss you out, why'd you let me down?
Don't say sorry now
And thanks to you, I, I can't love right
I get nice guys and villainize them
Read their texts like they're havin' sex right now
Scared I'll find out that it's true
And if I do, then I blame you
For every worst that I assume
When I'm forty-five, someone calls me their wife
And he fucks our lives in one selfish night
Don't think I'll find forgiveness as fast as mom did
And God, I love you, but you're such a dipshit
Please fuckin' fix this
'Cause you were all I looked up to
Now I can't even look at you

[Outro]
(You too)
I mean, as they say in Chicago
""He had it comin'""",2022
Sabrina Carpenter,Bad Reviews,Short n’ Sweet (Deluxe),"[Verse 1]
I've heard all the bad news and the bad reviews
Couple bad gut feelings, well, I've had them too
But still I choose to be in love with you

[Verse 2]
Been alone for so long, I've got somethin' to prove
If I close an eye, it's almost like your red flags are blue
So still I choose to be in love with you

[Bridge]
Short fuse and long baths like you're fresh out of rehab
And I'm fresh out of any good judgment
I'm intentionally careless, least I got self-awareness
Just want someone to love me who doesn't

[Instrumental Break]

[Verse 3]
I've heard all the bad news and the bad reviews
All the friends tryna save me, well, I, I cut them loose
'Cause I refuse to be wrong again
And I can't lose another boy that's not even my boyfriend
Still I choose to be in love with you

[Outro]
Ooh, still I choose to be in love with you",2025
Sabrina Carpenter,Why,Singular: Act I (Japan Edition),"[Verse 1]
You like New York City in the daytime
I like New York City in the nighttime
You say you like sleeping with the air off
I don't, I need it on
You like the light coming through the windows
I sleep late, so I just keep 'em all closed
You ignore the music on the radio
I don't, I sing along

[Pre-Chorus]
I don't ask for you to change, baby, no, no, no
And you don't ask for me to change

[Chorus]
Tell me how we're not alike
But we work so well and we don't even know why
Funny how the stars crossed right
'Cause we work so well and we don't even know why
You can call it fire and ice
But we work so well and we don't even know why
We don't even know why, no, no
We don't even know why, no, no, no

[Post-Chorus]
No, no, no, no
We like it in the daytime
We like it in the end of time
No, no, no, no
We like it in the daytime
We like it in the end of time


[Verse 2]
Cold outside and you're just in a T-shirt
I have cold blood even in a sweater
You start your night sippin' by the Kilo
I don't, I know you know

[Pre-Chorus]
I don't ask for you to change, baby, no, no, no
And you don't ask for me to change

[Chorus]
Tell me how we're not alike
But we work so well and we don't even know why
Funny how the stars crossed right
'Cause we work so well and we don't even know why
You can call it fire and ice
But we work so well and we don't even know why
We don't even know why, no, no (No, no, no)
We don't even know why, no, no, no

[Post-Chorus]
No, no, no, no
We like it in the daytime (We don't even know)
We like it in the end of time (We don't even know)
No, no, no, no
We like it in the daytime
(We don't even know, know, know, know, know, know, know, know, know)
We like it in the end of time


[Bridge]
Somehow, we end up on the same side
And you wouldn't think that we'd be alright
Even our eyes are different colors, but we see fine
Somehow, we end up on the same side (Up on the same side)
And you wouldn't think that we'd be alright
(Think that we'd be alright)
Even our eyes are different colors, but we see fine

[Chorus]
(Oh) Tell me how we're not alike
But we work so well and we don't even know why
('Cause we work so well and we don't even know why, why)
Funny how the stars crossed right
'Cause we work so well and we don't even know why
(But we don't even know why)
You can call it fire and ice
But we work so well and we don't even know why
('Cause we work so well and we don't even know why, why)
We don't even know why, no, no
We don't even know why, no, no, no

[Post-Chorus]
No, no, no, no
We like it in the daytime (Oh)
We like it in the end of time (We don't even know why)
No, no, no, no
We like it in the daytime
We like it in the nighttime",2017
Sabrina Carpenter,A Nonsense Christmas,A Nonsense Christmas with Sabrina Carpenter,"[Intro]
It's the holiday remix
Ah-ah

[Verse 1]
Think I only want you under my mistletoe
I might change your contact to ""Has a Huge North Pole""
You said you like my stockings better on the floor
Boy, I've been a bad girl, I guess I'm gettin' coal, no

[Pre-Chorus]
Let me come warm you up, you been out in the snow
Baby, my tongue goes numb, sounds like, ""Ho, ho, ho""
I don't want Santa's elves underneath this ol' tree
Here's a lil' carol I wrote, it's about you and me (Me)

[Chorus]
You're my wish list
Lookin' at you got me thinkin' Christmas
Snowflakes in my stomach when we're kissin'
And when you're comin' down the chimney
Oh, it feels so good
I need that Charles Dickens
You'll be Santa Claus and I'll be Mrs. 
I'll take you for a ride, I'll be your Vixen
I don't even know, I'm talkin' Christmas
I'm talkin', I'm talkin' (Ah-ah-ah-ah)


[Verse 2]
I'm talkin' deckin' all the halls
I'm talkin' spikin' eggnog
I'm talkin' opposite of small
I'm talkin' big snowballs
You got a new toy for me
I'm out here trimmin' the tree
I caught that holiday glee
My true love gave it to me

[Pre-Chorus]
Let me come warm you up, you been out in the snow
Baby, my tongue goes numb, sounds like, ""Ho, ho, ho, ho""
And I don't want Santa's elves (Don't want) underneath this ol' tree (Tree)
Here's a lil' carol I wrote (Yeah), it's about you and me

[Chorus]
You're my wish list (Wish list)
Lookin' at you got me thinkin' Christmas (Christmas)
Snowflakes in my stomach when we're kissin' (When we're kissin')
And when you're comin' down the chimney
Oh, it feels so good
I need that Charles Dickens (No)
You'll be Santa Claus and I'll be Mrs. (Mrs., uh)
I'll take you for a ride, I'll be your Vixen
I don't even know, I'm talkin' Christmas (Oh-oh-oh)
I'm talkin' (Talkin'), I'm talkin', I'm talkin' (Talkin')


[Bridge]
I'm talkin', I'm talkin' (Na-na-na), I'm talkin'
(Blah-blah, blah-blah)
Ah-ah, ah-ah, ah (Ah-ah)
I'm talkin' chestnuts (Talkin')
I'm talkin', I'm talkin'

[Outro]
Look at all those presents, that's a big sack
Boy, that package is too big to gift wrap
Woke up this morning, thought I'd write a Christ-smash
How quickly can you build a snowman? Think fast
Oh",2022
